750,227,jastrzebski_wegiel_wygral_pierwszy_mecz_polfinalowy_onico_warszawa_powaznie_osla,mistralai/mistral-small-3.2-24b-instruct,sport_pl/new_graph,0.708,0.81,7 | 24,4 | 21,0.75,0.9,6 | 24,2 | 20,1
855,267,"Jeśli prezes Google ostrzega przed AI, to albo on, albo my mamy przechlapane",mistralai/mistral-small-3.2-24b-instruct,technology/new_graph,0.8,0.421,2 | 10,11 | 19,0.7,0.368,3 | 10,12 | 19,0.467
453,76,Langer_serial_SkyShowtime,mistralai/mistral-small-3.2-24b-instruct,filmweb_pl/new_graph,1,0.852,0 | 23,4 | 27,0.783,0.514,,,1
466,79,Maj w Prime Video. Jakie nowości zobaczymy w serwisie,mistralai/mistral-small-3.2-24b-instruct,filmweb_pl/new_graph,1,0.683,0 | 28,13 | 41,0.857,0.686,,,0.184
865,271,Musk planuje rewolucję w usługach komórkowych. Pomoże SpaceX,mistralai/mistral-small-3.2-24b-instruct,technology/new_graph,0.875,0.7,3 | 24,9 | 30,0.458,0.478,13 | 24,12 | 23,1
482,83,Największe kino plenerowe w Polsce powraca!,mistralai/mistral-small-3.2-24b-instruct,filmweb_pl/new_graph,0.647,0.846,18 | 51,6 | 39,0.235,0.923,,,1
760,231,pierwszy_taki_mecz_polakow_od_trzech_lat_nie_bylo_amerykanow_byl_nokaut,mistralai/mistral-small-3.2-24b-instruct,sport_pl/new_graph,0.889,0.8,3 | 27,6 | 30,0.741,0.87,7 | 27,3 | 23,0.929
770,234,polacy_zdemolowali_francje_zagraja_w_finale_mistrzostw_europy,mistralai/mistral-small-3.2-24b-instruct,sport_pl/new_graph,0.68,0.81,8 | 25,4 | 21,0.52,1,12 | 25,0 | 13,1
790,243,polska_olimpijka_przezywa_koszmar_stracilam_zrodla_utrzymania,mistralai/mistral-small-3.2-24b-instruct,sport_pl/new_graph,0.429,0.375,4 | 7,5 | 8,0.714,0.833,2 | 7,1 | 6,1
478,82,Porzadny czlowiek - recenzujemy produkcje platformy Max,mistralai/mistral-small-3.2-24b-instruct,filmweb_pl/new_graph,0.8,0.571,1 | 5,3 | 7,0.6,1,,,1
474,81,Siedem nowych filmów w programie 22. MDAG online!,mistralai/mistral-small-3.2-24b-instruct,filmweb_pl/new_graph,0.938,0.882,2 | 32,4 | 34,0.531,0.85,,,1
875,275,SpaceX ze zgodą na rozszerzenie konstelacji Starlink,mistralai/mistral-small-3.2-24b-instruct,technology/new_graph,1,0.8,0 | 16,4 | 20,0.75,0.667,4 | 16,6 | 18,1
885,279,"Szef Google'a opowiedział, co dalej z AI. Mówi o stromym zboczu i dużym problemie całej branży",mistralai/mistral-small-3.2-24b-instruct,technology/new_graph,0.9,0.692,2 | 20,8 | 26,0.5,0.667,10 | 20,5 | 15,1
470,80,The Pitt - Nowy klasyk serialu medycznego. Recenzja,mistralai/mistral-small-3.2-24b-instruct,filmweb_pl/new_graph,0.889,0.727,1 | 9,3 | 11,0.667,1,,,1
457,78,The_Last_of_Us_odcinek_5_tworcy_o_szokujacych_scenach,mistralai/mistral-small-3.2-24b-instruct,filmweb_pl/new_graph,0.846,0.733,2 | 13,4 | 15,0.923,1,,,0.643
895,283,Tim Cook na wylocie. W Apple'u gorączkowo szykują sukcesję,mistralai/mistral-small-3.2-24b-instruct,technology/new_graph,0.684,0.419,6 | 19,18 | 31,0.632,0.429,7 | 19,16 | 28,1
905,287,Tim Cook rezygnuje z Apple,mistralai/mistral-small-3.2-24b-instruct,technology/new_graph,0.952,0.741,1 | 21,7 | 27,0.714,0.682,6 | 21,7 | 22,1
461,77,Wladcy_Pierscieni_Pierscienie_Wladzy_nowi_aktorzy,mistralai/mistral-small-3.2-24b-instruct,filmweb_pl/new_graph,0.951,0.83,2 | 41,8 | 47,0.829,0.773,,,0.952
810,251,zaprezentowali_obrzydliwy_futbol_oto_co_pisza_w_paragwaju,mistralai/mistral-small-3.2-24b-instruct,sport_pl/new_graph,0.733,0.733,4 | 15,4 | 15,0.8,0.632,3 | 15,7 | 19,1
835,260,Apple zrywa z monogamią. iPhone przytuli więcej modeli AI,qwen3-32b,technology/new_graph,0.929,0.619,1 | 14,8 | 21,0.857,0.6,2 | 14,8 | 20,1
730,220,cala_hala_nie_mogla_uwierzyc_co_sie_stalo_leonowi_az_zabraklo_slow,qwen3-32b,sport_pl/new_graph,0.75,0.5,2 | 8,6 | 12,0.875,0.7,1 | 8,3 | 10,1
820,256,caster_semenya_moze_startowac_z_mezczyznami_iaaf_odpowiada_krytykom,qwen3-32b,sport_pl/new_graph,0.364,0.444,7 | 11,5 | 9,0.455,0.556,6 | 11,4 | 9,0.571
845,264,Epokowa zmiana w Apple. Tim Cook przestanie być prezesem. Jego następca ma jeden główny cel,qwen3-32b,technology/new_graph,0.75,0.562,3 | 12,7 | 16,0.583,0.438,5 | 12,9 | 16,1
740,224,gral_w_chicago_fire_i_radzi_lewandowskiemu_niech_sobie_kupi_jacht,qwen3-32b,sport_pl/new_graph,0.889,0.615,1 | 9,5 | 13,0.778,0.7,2 | 9,3 | 10,1
750,228,jastrzebski_wegiel_wygral_pierwszy_mecz_polfinalowy_onico_warszawa_powaznie_osla,qwen3-32b,sport_pl/new_graph,0.5,0.652,15 | 30,8 | 23,0.633,0.95,11 | 30,1 | 20,0.85
855,268,"Jeśli prezes Google ostrzega przed AI, to albo on, albo my mamy przechlapane",qwen3-32b,technology/new_graph,1,0.6,0 | 12,8 | 20,0.833,0.526,2 | 12,9 | 19,0.643
453,68,Langer_serial_SkyShowtime,qwen3-32b,filmweb_pl/new_graph,1,0.9,0 | 18,2 | 20,0.944,0.486,,,1
466,71,Maj w Prime Video. Jakie nowości zobaczymy w serwisie,qwen3-32b,filmweb_pl/new_graph,0.97,0.821,1 | 33,7 | 39,0.97,0.914,,,0.595
865,272,Musk planuje rewolucję w usługach komórkowych. Pomoże SpaceX,qwen3-32b,technology/new_graph,0.84,0.618,4 | 25,13 | 34,0.48,0.522,13 | 25,11 | 23,0.913
482,75,Największe kino plenerowe w Polsce powraca!,qwen3-32b,filmweb_pl/new_graph,1,0.794,0 | 27,7 | 34,0.296,0.615,,,1
760,232,pierwszy_taki_mecz_polakow_od_trzech_lat_nie_bylo_amerykanow_byl_nokaut,qwen3-32b,sport_pl/new_graph,0.774,0.75,7 | 31,8 | 32,0.71,0.957,9 | 31,1 | 23,0.875
770,235,polacy_zdemolowali_francje_zagraja_w_finale_mistrzostw_europy,qwen3-32b,sport_pl/new_graph,0.923,0.6,1 | 13,8 | 20,0.846,0.846,2 | 13,2 | 13,1
790,244,polska_olimpijka_przezywa_koszmar_stracilam_zrodla_utrzymania,qwen3-32b,sport_pl/new_graph,0.4,0.667,6 | 10,2 | 6,0.5,0.833,5 | 10,1 | 6,0.75
478,74,Porzadny czlowiek - recenzujemy produkcje platformy Max,qwen3-32b,filmweb_pl/new_graph,1,0.6,0 | 3,2 | 5,1,1,,,1
474,73,Siedem nowych filmów w programie 22. MDAG online!,qwen3-32b,filmweb_pl/new_graph,0.636,0.667,8 | 22,7 | 21,0.364,0.4,,,1
875,276,SpaceX ze zgodą na rozszerzenie konstelacji Starlink,qwen3-32b,technology/new_graph,0.941,0.667,1 | 17,8 | 24,0.588,0.556,7 | 17,8 | 18,1
885,280,"Szef Google'a opowiedział, co dalej z AI. Mówi o stromym zboczu i dużym problemie całej branży",qwen3-32b,technology/new_graph,0.733,0.688,4 | 15,5 | 16,0.667,0.667,5 | 15,5 | 15,1
470,72,The Pitt - Nowy klasyk serialu medycznego. Recenzja,qwen3-32b,filmweb_pl/new_graph,1,0.571,0 | 4,3 | 7,1,0.667,,,1
457,70,The_Last_of_Us_odcinek_5_tworcy_o_szokujacych_scenach,qwen3-32b,filmweb_pl/new_graph,0.909,0.714,1 | 11,4 | 14,0.818,0.75,,,0.692
895,284,Tim Cook na wylocie. W Apple'u gorączkowo szykują sukcesję,qwen3-32b,technology/new_graph,0.944,0.654,1 | 18,9 | 26,0.778,0.5,4 | 18,14 | 28,0.889
905,288,Tim Cook rezygnuje z Apple,qwen3-32b,technology/new_graph,1,0.55,0 | 11,9 | 20,0.909,0.455,1 | 11,12 | 22,1
461,69,Wladcy_Pierscieni_Pierscienie_Wladzy_nowi_aktorzy,qwen3-32b,filmweb_pl/new_graph,0.9,0.574,3 | 30,20 | 47,0.767,0.523,,,0.889
810,252,zaprezentowali_obrzydliwy_futbol_oto_co_pisza_w_paragwaju,qwen3-32b,sport_pl/new_graph,0.846,0.611,2 | 13,7 | 18,0.923,0.632,1 | 13,7 | 19,0.471
